# MCAT built-in application questions:
# topic <TAB> stem <TAB> A <TAB> B <TAB> C <TAB> D <TAB> answer-letter <TAB> explanation
# Original, hand-authored discrete (standalone) questions. Add lines to grow the
# bank. Do not use tab characters inside a field.

# ===== Biochemistry =====
Psychology	A child who cannot yet perform conservation tasks is likely in which Piaget stage?	Sensorimotor	Preoperational	Concrete operational	Formal operational	B	Conservation is typically absent until the concrete operational stage.
Psychology	Attributing a stranger's rudeness to their personality rather than the situation is the	actor-observer bias	fundamental attribution error	self-serving bias	halo effect	B	Overweighting disposition over situation for others' behavior is the fundamental attribution error.
Psychology	Removing an unpleasant stimulus to increase a behavior is	positive reinforcement	negative reinforcement	positive punishment	negative punishment	B	Negative reinforcement removes an aversive stimulus, increasing the behavior.
Psychology	The minimum stimulus intensity detectable 50% of the time is the	difference threshold	absolute threshold	Weber fraction	sensory adaptation	B	That definition describes the absolute threshold.
Psychology	Damage preventing formation of new memories causes	retrograde amnesia	anterograde amnesia	source amnesia	state-dependent memory	B	Anterograde amnesia is the inability to form new memories.
Psychology	The James-Lange theory of emotion states that	emotion causes arousal	arousal and emotion are simultaneous	physiological arousal precedes and causes emotion	cognition alone causes emotion	C	James-Lange: we feel emotion after interpreting physiological arousal.
Psychology	Which neurotransmitter deficiency is linked to Parkinson's disease?	Serotonin	Dopamine	GABA	Acetylcholine	B	Loss of dopaminergic neurons in the substantia nigra underlies Parkinson's motor symptoms.
Psychology	Learning by watching and imitating a model is	classical conditioning	operant conditioning	observational learning	habituation	C	Bandura demonstrated observational (social) learning with the Bobo doll study.
Psychology	The top of Maslow's hierarchy is	safety	esteem	self-actualization	physiological needs	C	Self-actualization sits at the top of Maslow's hierarchy.
Psychology	Discomfort from holding two conflicting beliefs is	the mere-exposure effect	cognitive dissonance	the halo effect	groupthink	B	Cognitive dissonance is tension from conflicting cognitions, motivating change.
Psychology	The hippocampus is most critical for	motor coordination	consolidating explicit memories	regulating heart rate	visual processing	B	The hippocampus consolidates new explicit (declarative) memories.
Psychology	Riding a bike relies on which type of memory?	Explicit/declarative	Implicit/procedural	Sensory	Prospective	B	Skills like biking are implicit (procedural) memory.
Psychology	Repeated exposure increasing your liking of a song is the	halo effect	mere-exposure effect	bystander effect	placebo effect	B	The mere-exposure effect: familiarity breeds liking.

# ===== Sociology =====
Sociology	Viewing society as interdependent parts maintaining stability is	conflict theory	functionalism	symbolic interactionism	feminist theory	B	Functionalism analyzes how social structures work together to maintain stability.
Sociology	A person's race assigned at birth is an example of	achieved status	ascribed status	master status	role strain	B	Ascribed status is assigned involuntarily, such as race or sex at birth.
Sociology	Income, education, and occupation together measure	cultural capital	socioeconomic status	social mobility	anomie	B	Socioeconomic status is commonly measured by income, education, and occupation.
Sociology	A family is best classified as a	secondary group	primary group	out-group	reference group	B	Families are small, intimate, enduring primary groups.
Sociology	A breakdown of social norms during rapid change is	anomie	assimilation	socialization	stratification	A	Durkheim's anomie is a state of normlessness.
Sociology	Tension between the demands of being a parent and an employee is	role strain	role conflict	role exit	status inconsistency	B	Conflict between two different roles is role conflict; strain is within one role.
Sociology	The transmission of social inequality across generations is	social mobility	social reproduction	demographic transition	globalization	B	Social reproduction perpetuates inequality through institutions like schools.
Sociology	Nonfinancial assets like education and refined tastes are	social capital	cultural capital	human capital	economic capital	B	Bourdieu called these cultural capital.
Sociology	Movement from a working-class to a professional occupation is	horizontal mobility	vertical mobility	intragenerational only	structural immobility	B	Moving up the class hierarchy is vertical mobility.
Sociology	The idea that a belief can cause its own fulfillment is the	Thomas theorem	self-fulfilling prophecy	looking-glass self	labeling theory	B	A self-fulfilling prophecy is a belief that leads to its own realization.
Sociology	The shift from high to low birth and death rates with industrialization is	urbanization	demographic transition	secularization	globalization	B	The demographic transition model describes this shift.
Sociology	Being exempt from normal duties while expected to seek recovery describes the	sick role	master status	total institution	stigma	A	Parsons described the sick role as legitimizing illness while obligating recovery efforts.
Sociology	A prison that regulates all aspects of residents' lives is a	bureaucracy	total institution	primary group	reference group	B	Total institutions control nearly every aspect of daily life.
Sociology	Overlapping identities (race, gender, class) shaping experience is	intersectionality	assimilation	stratification	anomie	A	Intersectionality describes how multiple identities combine to shape privilege or disadvantage.
Sociology	Weber's dimension referring to social prestige is	class	status	power	caste	B	For Weber, status is prestige, distinct from economic class and political power.
